permno,namebegdt,nameenddt,ticker,comnam,exchcd,shrcd
25087,2024-05-08,2024-12-31,QDCC,GLOBAL X FUNDS,4,73
25088,2024-05-08,2024-12-31,MLPD,GLOBAL X FUNDS,4,73
25089,2024-05-02,2024-12-31,AGGS,HARBOR E T F TRUST,4,73
25090,2024-05-31,2024-08-27,SECR,INDEXIQ ACTIVE E T F TRUST,4,73
25090,2024-08-28,2024-12-31,SECR,NEW YORK LIFE INV ACTIVE ETF TR,4,73
25091,2024-05-01,2024-12-31,IMAY,INNOVATOR E T F S TRUST,4,73
25092,2024-05-24,2024-12-31,IBDZ,ISHARES TRUST,4,73
25093,2024-05-24,2024-12-31,IBHK,ISHARES TRUST,5,73
25094,2024-05-24,2024-12-31,IBIK,ISHARES TRUST,4,73
25095,2024-05-24,2024-12-31,IBMS,ISHARES TRUST,5,73
25096,2024-05-17,2024-12-31,JADE,J P MORGAN E T F TRUST,4,73
25097,2024-05-02,2024-12-31,JHHY,JOHN HANCOCK E T F TRUST,4,73
25098,2024-05-15,2024-12-31,LRGG,MACQUARIE E T F TRUST,4,73
25099,2007-02-22,2015-06-29,TEG,INTEGRYS ENERGY GROUP INC,1,11
25103,2024-05-03,2024-12-31,TOGA,MANAGED PORTFOLIO SERIES,4,73
25104,2024-05-24,2024-12-31,DECP,P G I M ROCK ETF TRUST,5,73
25105,2024-05-22,2024-12-31,NOVP,P G I M ROCK ETF TRUST,5,73
25106,2024-05-17,2024-12-31,OCTP,P G I M ROCK ETF TRUST,5,73
25107,2024-05-24,2024-12-31,PBDE,P G I M ROCK ETF TRUST,5,73
25108,2024-05-22,2024-12-31,PBNV,P G I M ROCK ETF TRUST,5,73
25109,2024-05-17,2024-12-31,PBOC,P G I M ROCK ETF TRUST,5,73
25110,2024-05-15,2024-12-31,PBSE,P G I M ROCK ETF TRUST,5,73
25111,2024-05-15,2024-12-31,SEPP,P G I M ROCK ETF TRUST,5,73
25112,2024-05-10,2024-12-31,PBAU,P G I M ROCK ETF TRUST,5,73
25113,2024-05-10,2024-12-31,AUGP,P G I M ROCK ETF TRUST,5,73
25114,2024-05-08,2024-12-31,PBJL,P G I M ROCK ETF TRUST,5,73
25115,2024-05-08,2024-12-31,JULP,P G I M ROCK ETF TRUST,5,73
25116,2024-05-01,2024-12-31,PBMY,P G I M ROCK ETF TRUST,5,73
25117,2024-05-01,2024-12-31,MAYP,P G I M ROCK ETF TRUST,5,73
25118,2024-05-20,2024-12-31,OCFS,PROFESSIONALLY MANAGED PORTFOLIO,4,73
25119,2024-05-21,2024-12-31,SPTB,SPDR SERIES TRUST,4,73
25120,2024-05-22,2024-12-31,GENM,SPINNAKER E T F SERIES,4,73
25121,2024-05-22,2024-12-31,GENT,SPINNAKER E T F SERIES,4,73
25122,2024-05-21,2024-12-31,GDXY,TIDAL TRUST II,4,73
25123,2024-05-28,2024-12-31,URAX,TIDAL TRUST II,4,73
25124,2024-05-29,2024-12-31,MFUT,TIDAL TRUST II,5,73
25125,2024-05-29,2024-12-31,RSSY,TIDAL TRUST II,5,73
25126,2024-05-16,2024-12-31,WEEL,TIDAL TRUST II,4,73
25127,2024-05-02,2024-12-31,CRSH,TIDAL TRUST II,4,73
25129,1972-12-14,2024-12-31,CBSH,COMMERCE BANCSHARES INC,3,11
25130,2024-05-16,2024-12-31,ASMF,VIRTUS E T F TR II,4,73
25131,2024-05-10,2024-12-31,ZK,ZEEKR INTELLIGENT TECH HLDG LTD,1,31
25132,2024-05-03,2024-12-31,AGMI,THEMES E T F TRUST,3,73
25133,2024-05-01,2024-12-31,ERNZ,LISTED FUNDS TRUST,3,73
25134,2024-05-17,2024-12-31,HDL,SUPER HI INTERNATIONAL HLDG LTD,3,31
25135,2024-05-09,2024-12-31,INDH,WISDOMTREE TRUST,3,73
25138,2024-05-21,2024-12-31,OZEM,ROUNDHILL E T F TRUST,3,73
25139,2024-05-10,2024-12-31,USOY,TIDAL TRUST II,3,73
25140,2024-05-01,2024-12-31,WEEI,ULTIMUS MANAGERS TRUST,3,73
25141,2024-06-07,2024-12-31,WAY,WAYSTAR HOLDING CORP,3,11
25142,2024-06-14,2024-12-31,TEM,TEMPUS A I INC,3,11
25143,2024-06-25,2024-12-31,GRAL,GRAIL INC,3,11
25146,2024-07-08,2024-12-31,SW,SMURFIT WESTROCK PLC,1,12
25147,2024-07-02,2024-12-31,FUN,SIX FLAGS ENTERTAINMENT CORP NEW,1,11
25148,2024-06-10,2024-12-31,SYFI,A B ACTIVE ETFS INC,4,73
25149,2024-06-10,2024-12-31,SDFI,A B ACTIVE ETFS INC,4,73
25150,2024-06-03,2024-12-31,JNEU,A I M E T F PRODUCTS TRUST,5,73
25151,2024-06-03,2024-12-31,SIXD,A I M E T F PRODUCTS TRUST,4,73
25154,2024-06-26,2024-12-31,STXI,E A SERIES TRUST,1,73
25155,2024-06-03,2024-12-31,CPNJ,CALAMOS E T F TRUST,4,73
25156,2024-06-27,2024-12-31,CGGE,CAPITAL GROUP GLOBAL EQUITY ETF,4,73
25157,2024-06-27,2024-12-31,CGCV,CAPITAL GROUP CONS EQ E T F,4,73
25158,2024-06-27,2024-12-31,CGIB,CAPITAL GROUP FIXED INC ETF TR,4,73
25159,2024-06-27,2024-12-31,CGHM,CAPITAL GROUP FIXED INC ETF TR,4,73
25162,2024-06-27,2024-12-31,CGUI,CAPITAL GROUP FIXED INC ETF TR,4,73
25163,2024-06-27,2024-12-31,CGNG,CAPITAL GROUP NEW GEO EQ ETF,4,73
25164,2024-06-27,2024-12-31,CGIC,CAPITAL GROUP INT CORE EQ ETF,4,73
25165,2024-06-24,2024-12-31,NITE,CAPITOL SERIES TRUST,4,73
25166,2024-06-13,2024-12-31,SILA,SILA REALTY TRUST INC,1,18
25167,2024-06-03,2024-12-31,RTRE,COLLABORATIVE INV SERIES TRUST,5,73
25168,2024-06-26,2024-12-31,URAA,DIREXION SHARES E T F TRUST,4,73
25169,2024-06-24,2024-12-31,FLXR,T C W ETF TRUST,1,73
25170,2024-06-27,2024-12-31,EMOT,FIRST TRUST E T F VI,4,73
25171,2024-06-24,2024-12-31,RSJN,FIRST TRUST E T F VIII,4,73
25172,2024-06-24,2024-12-31,XIJN,FIRST TRUST E T F VIII,5,73
25173,2024-06-24,2024-12-31,JUNM,FIRST TRUST E T F VIII,5,73
25174,2024-06-05,2024-12-31,RSSL,GLOBAL X FUNDS,4,73
25175,2024-06-03,2024-12-31,NJUN,INNOVATOR E T F S TRUST,5,73
25176,2024-06-03,2024-12-31,KJUN,INNOVATOR E T F S TRUST,5,73
25177,2024-06-03,2024-12-31,IJUN,INNOVATOR E T F S TRUST,4,73
25178,2024-06-26,2024-12-31,KLMT,INVESCO E T F TRUST II,4,73
25181,2024-06-28,2024-12-31,LB,LANDBRIDGE COMPANY LLC,1,11
25182,2024-06-25,2024-12-31,NBFC,NEUBERGER BERMAN ETF TRUST,4,73
25183,2024-06-24,2024-12-31,NBSD,NEUBERGER BERMAN ETF TRUST,4,73
25184,2024-06-28,2024-12-31,PUSH,P G I M ETF TRUST,4,73
25185,2024-06-28,2024-12-31,PMIO,P G I M ETF TRUST,4,73
25186,2024-06-13,2024-12-31,PBFR,P G I M ROCK ETF TRUST,5,73
25189,2024-06-13,2024-12-31,BUFP,P G I M ROCK ETF TRUST,5,73
25190,2024-06-03,2024-12-31,PBJN,P G I M ROCK ETF TRUST,5,73
25191,2024-06-03,2024-12-31,JUNP,P G I M ROCK ETF TRUST,5,73
25192,2024-06-07,2024-12-31,ETHD,PROSHARES TRUST,4,73
25193,2024-06-07,2024-12-31,ETHT,PROSHARES TRUST,4,73
25194,2024-06-25,2024-12-31,IWMI,NEOS ETF TRUST,5,73
25197,2024-06-14,2024-12-31,SPMC,SOUND POINT MERIDIAN CAPITAL INC,1,14
25198,2024-06-27,2024-12-31,TBN,TAMBORAN RESOURCES CORP,1,11
25199,2024-06-25,2024-12-31,ABNY,TIDAL TRUST II,4,73
25200,2024-06-24,2024-12-31,TIME,TIDAL TRUST II,4,73
25201,2024-06-11,2024-12-31,SNOY,TIDAL TRUST II,4,73
25202,2024-06-13,2024-12-31,OASC,UNIFIED SERIES TRUST,4,73
25203,2024-06-04,2024-12-31,ETHU,VOLATILITY SHARES TRUST,5,73
25204,2024-06-04,2024-12-31,AIPI,E T F OPPORTUNITIES TRUST,3,73
25205,2024-06-28,2024-12-31,ALMS,ALUMIS INC,3,11
25206,2024-06-18,2024-12-31,BELT,BLACKROCK E T F TRUST,3,73
25207,2024-06-05,2024-12-31,BGRO,BLACKROCK E T F TRUST,3,73
25210,2024-06-21,2024-12-31,BMDL,VICTORY PORTFOLIOS II,3,73
25211,2024-06-18,2024-12-31,BRHY,BLACKROCK E T F TRUST II,3,73
25212,2024-06-12,2024-12-31,BSCY,INVESCO ET SELF INDEX FD TR,3,73
25213,2024-06-12,2024-12-31,BSJW,INVESCO ET SELF INDEX FD TR,3,73
25214,2024-06-21,2024-12-31,CCIX,CHURCHILL CAPITAL CORP IX,3,12
25215,2024-06-07,2024-12-31,DSY,BIG TREE CLOUD HOLDINGS LTD,3,12
25218,2024-06-17,2024-12-31,EVSD,MORGAN STANLEY E T F TRUST,3,73
25219,2024-06-06,2024-12-31,FLYE,FLY E GROUP INC,3,11
25220,2024-06-06,2024-12-31,GAUZ,GAUZY LTD,3,12
25221,2024-06-21,2024-12-31,GLOW,VICTORY PORTFOLIOS II,3,73
25222,2024-06-12,2024-12-31,IBGA,ISHARES TRUST,3,73
25223,2024-06-12,2024-12-31,IBGK,ISHARES TRUST,3,73
25226,2024-06-12,2024-12-31,IBTP,ISHARES TRUST,3,73
25228,2024-06-06,2024-12-31,LIF,LIFE360 INC,3,11
25229,2024-06-28,2024-12-31,LSH,LAKESIDE HOLDING LTD,3,11
25230,2024-06-05,2024-12-31,METD,DIREXION SHARES E T F TRUST,3,73
25231,2024-06-05,2024-12-31,METU,DIREXION SHARES E T F TRUST,3,73
25232,2001-12-03,2021-03-31,OKE,ONEOK INC NEW,1,11
25232,2021-04-01,2024-12-31,OKE,ONEOK INC NEW,1,11
25234,2024-06-12,2024-12-31,PCSC,PERCEPTIVE CAPITAL SOLUTIONS COR,3,12
25235,2024-06-21,2024-12-31,QQQT,TIDAL TRUST II,3,73
25236,2024-06-14,2024-12-31,QXQ,R B B FUND INC,3,73
25237,2024-06-07,2024-12-31,RAPP,RAPPORT THERAPEUTICS INC,3,11
25238,2024-06-21,2024-12-31,RECT,RECTITUDE HOLDINGS LTD,3,12
25239,2024-06-27,2024-12-31,WBTN,WEBTOON ENTERTAINMENT INC,3,11
25242,2024-07-10,2024-12-31,SUNS,SUNRISE REALTY TRUST INC,3,18
25243,2024-07-24,2024-12-31,OS,ONESTREAM INC,3,11
25244,2024-07-25,2024-12-31,LINE,LINEAGE INC,3,11
25245,2024-07-25,2024-12-31,CON,CONCENTRA GRP HLDGS PARENT INC,1,11
25246,2024-08-01,2024-12-31,SEG,SEAPORT ENTERTAINMENT GROUP INC,2,11
25247,2024-07-11,2024-12-31,CCNR,FINANCIAL INVESTORS TRUST,3,73
25248,2024-07-15,2024-12-31,ILOW,A B ACTIVE ETFS INC,4,73
25249,2024-07-01,2024-12-31,JULU,A I M E T F PRODUCTS TRUST,5,73
25250,2024-07-10,2024-12-31,DRAI,E A SERIES TRUST,4,73
25251,2024-07-18,2024-12-31,CATF,AMERICAN CENTURY E T F TRUST,4,73
25252,2024-07-18,2024-10-27,ARDT,ARDENT HEALTH PARTNERS INC,1,11
25252,2024-10-28,2024-12-31,ARDT,ARDENT HEALTH PARTNERS INC,1,11
25253,2024-07-23,2024-12-31,CETH,21SHARES CORE ETHEREUM ETF,5,73
25254,2024-07-23,2024-12-31,ETHW,BITWISE ETHEREUM E T F,4,74
25255,2024-07-18,2024-12-31,CSHP,BLACKROCK E T F TRUST,4,73
25256,2024-07-01,2024-12-31,CPSJ,CALAMOS E T F TRUST,4,73
25257,2024-07-01,2024-12-31,CPRJ,CALAMOS E T F TRUST,4,73
25258,2024-07-12,2024-12-31,LYLD,CAMBRIA E T F TRUST,5,73
25261,2024-07-22,2024-12-31,CNL,COLLECTIVE MINING LTD,2,12
25262,2024-07-01,2024-12-31,QBUL,ELEVATION SERIES TRUST,5,73
25263,2024-07-01,2024-12-31,QBER,ELEVATION SERIES TRUST,5,73
25264,2024-07-17,2024-12-31,REKT,DIREXION SHARES E T F TRUST,4,73
25265,2024-07-17,2024-12-31,LMBO,DIREXION SHARES E T F TRUST,4,73
25266,2024-07-31,2024-12-31,BDIV,E T F SERIES SOLUTIONS,4,73
25268,2024-07-31,2024-12-31,SAWG,E T F SERIES SOLUTIONS,4,73
25269,2024-07-31,2024-12-31,SAWS,E T F SERIES SOLUTIONS,4,73
25270,2024-07-31,2024-12-31,FLCC,FEDERATED HERMES E T F TRUST,4,73
25271,2024-07-31,2024-12-31,FSCC,FEDERATED HERMES E T F TRUST,4,73
25272,2024-07-31,2024-12-31,FLCV,FEDERATED HERMES E T F TRUST,4,73
25273,2024-07-31,2024-12-31,FLCG,FEDERATED HERMES E T F TRUST,4,73
25274,2024-07-23,2024-12-31,FETH,FIDELITY ETHEREUM FUND,5,73
25277,2024-07-22,2024-12-31,QCJL,FIRST TRUST E T F VIII,5,73
25278,2024-07-25,2024-12-31,JULM,FIRST TRUST E T F VIII,5,73
25279,2024-07-23,2024-12-31,EZET,FRANKLIN ETHEREUM TRUST,5,73
25280,2024-07-25,2024-12-31,GMUB,GOLDMAN SACHS E T F TRUST,4,73
25281,2024-07-25,2024-12-31,GMNY,GOLDMAN SACHS E T F TRUST,4,73
25282,2024-07-25,2024-12-31,GCAL,GOLDMAN SACHS E T F TRUST,4,73
25285,2024-07-25,2024-12-31,GUMI,GOLDMAN SACHS E T F TRUST,4,73
25286,2024-07-23,2024-11-03,ETHE,GRAYSCALE ETHEREUM TRUST ETH,4,74
25286,2024-11-04,2024-12-31,ETHE,GRAYSCALE ETHEREUM TRUST E T F,4,74
25287,2024-07-23,2024-11-03,ETH,GRAYSCALE ETHEREUM MINI TR ETH,4,74
25287,2024-11-04,2024-11-19,ETH,GRAYSCALE ETHEREUM MINI TR E T F,4,74
25287,2024-11-20,2024-12-31,ETH,GRAYSCALE ETHEREUM MINI TR E T F,4,74
25288,2024-07-31,2024-11-03,BTC,GRAYSCALE BITCOIN MINI TR BTC,4,74
25288,2024-11-04,2024-11-19,BTC,GRAYSCALE BITCOIN MINI TR E T F,4,74
25288,2024-11-20,2024-12-31,BTC,GRAYSCALE BITCOIN MINI TR E T F,4,74
25289,2024-07-10,2024-12-31,EBIT,HARBOR E T F TRUST,4,73
25290,2024-07-01,2024-12-31,IBUF,INNOVATOR E T F S TRUST,4,73
25293,2024-07-01,2024-12-31,LJUL,INNOVATOR E T F S TRUST,5,73
25294,2024-07-01,2024-12-31,HJUL,INNOVATOR E T F S TRUST,5,73
25295,2024-07-01,2024-12-31,EBUF,INNOVATOR E T F S TRUST,4,73
25296,2024-07-01,2024-12-31,RBUF,INNOVATOR E T F S TRUST,5,73
25297,2024-07-01,2024-12-31,AJUL,INNOVATOR E T F S TRUST,5,73
25298,2024-07-01,2024-12-31,JAJL,INNOVATOR E T F S TRUST,5,73
25299,2024-07-01,2024-12-31,ZJUL,INNOVATOR E T F S TRUST,5,73
25300,2024-07-17,2024-12-31,RSPA,INVESCO ACTIVELY MANAGED ETF TR,4,73
25301,2024-07-17,2024-12-31,EFAA,INVESCO ACTIVELY MANAGED ETF TR,4,73
25302,2024-07-22,2024-12-31,KNO,INVESTMENT MANAGERS SERIES TR II,4,73
25303,2024-07-23,2024-12-31,QETH,INVESCO GALAXY ETHEREUM ETF,5,73
25304,1998-12-01,2021-03-28,HSC,HARSCO CORP,1,11
25304,2021-03-29,2023-06-19,HSC,HARSCO CORP,1,11
25304,2023-06-20,2024-12-31,NVRI,ENVIRI CORP,1,11
25306,2024-07-18,2024-12-31,MADE,ISHARES TRUST,4,73
25307,2024-07-01,2024-12-31,MAXJ,ISHARES TRUST,5,73
25308,2024-07-26,2024-12-31,KCSH,KRANESHARES TRUST,4,73
25309,2024-07-16,2024-12-31,KSPY,KRANESHARES TRUST,4,73
25310,2024-07-25,2024-12-31,LTM,LATAM AIRLINES GROUP S A,1,31
25311,2024-07-11,2024-12-31,DUKZ,NORTHERN LIGHTS FUND TRUST,4,73
25314,2024-07-11,2024-12-31,DUKQ,NORTHERN LIGHTS FUND TRUST,4,73
25315,2024-07-18,2024-12-31,PDCC,PEARL DIVER CREDIT CO INC,1,14
25316,2024-07-30,2024-12-31,GIAX,TIDAL TRUST II,4,73
25317,2024-07-10,2024-12-31,FIAT,TIDAL TRUST II,4,73
25318,2024-07-24,2024-12-31,DIPS,TIDAL TRUST II,4,73
25319,2024-07-23,2024-12-31,ETHV,VANECK ETHEREUM ETF,5,73
25320,1968-01-02,2019-10-23,CPB,CAMPBELL SOUP CO,1,11
25320,2019-10-24,2024-08-18,CPB,CAMPBELL SOUP CO,1,11
25320,2024-08-19,2024-11-21,CPB,CAMPBELL SOUP CO,3,11
25320,2024-11-22,2024-12-31,CPB,CAMPBELLS CO,3,11
25322,2024-07-10,2024-12-31,BTCZ,WORLD FUNDS TRUST,5,73
25323,2024-07-10,2024-12-31,BTCL,WORLD FUNDS TRUST,5,73
25324,2024-07-29,2024-12-31,CHEB,CHENGHE ACQUISITION II CO,2,12
25325,2024-07-01,2024-12-31,ABVE,ABOVE FOOD INGREDIENTS INC,3,12
25326,2024-07-18,2024-12-31,AGIX,KRANESHARES TRUST,3,73
25327,2024-07-19,2024-12-31,ARTV,ARTIVA BIOTHERAPEUTICS INC,3,11
25328,2024-07-24,2024-12-31,BLMZ,BLOOMZ INC,3,12
25329,2024-07-10,2024-12-31,CGBS,CROWN LNG HOLDINGS LTD,3,12
25330,2024-07-23,2024-12-31,DCAP,TIDAL TRUST III,3,73
25331,2024-07-11,2024-12-31,DUKH,NORTHERN LIGHTS FUND TRUST,3,73
25332,2024-07-11,2024-12-31,DUKX,NORTHERN LIGHTS FUND TRUST,3,73
25333,2024-07-02,2024-12-31,EHGO,ESHALLGO INC,3,12
25334,2024-07-23,2024-12-31,ETHA,ISHARES ETHEREUM TRUST ETF,3,73
25335,2024-07-02,2024-12-31,FCTE,E T F OPPORTUNITIES TRUST,3,73
25336,2024-07-12,2024-12-31,FSUN,FIRSTSUN CAPITAL BANCORP,3,11
25337,2024-07-01,2024-12-31,GPAT,GP ACT III ACQUISITION CORP,3,12
25338,2024-07-11,2024-12-31,HEJD,VICTORY PORTFOLIOS II,3,73
25341,2024-07-12,2024-12-31,ICON,ICON ENERGY CORP,3,12
25342,2024-07-23,2024-12-31,KQQQ,KURV ETF TRUST,3,73
25343,2024-07-17,2024-12-31,MACI,MELAR ACQUISITION CORP I,3,12
25344,2024-07-26,2024-12-31,NIPG,NIP GROUP INC,3,31
25345,2024-07-24,2024-12-31,NVA,NOVA MINERALS LTD,3,31
25346,2024-07-25,2024-12-31,ORKT,ORANGEKLOUD TECHNOLOGY INC,3,12
25349,2024-07-23,2024-12-31,PGHL,PRIMEGA GROUP HOLDINGS LTD,3,12
25350,2024-07-30,2024-12-31,PITA,HERAMBA ELECTRIC PLC,3,12
25351,2024-07-19,2024-12-31,PSIG,PS INTERNATIONAL GROUP LTD,3,12
25352,2024-07-01,2024-12-31,QBUF,INNOVATOR E T F S TRUST,3,73
25353,2024-07-19,2024-12-31,QMMM,QMMM HOLDINGS LTD,3,12
25354,2024-07-17,2024-12-31,QQA,INVESCO ACTIVELY MANAGED ETF TR,3,73
25357,2024-07-05,2024-12-31,RFAI,R F ACQUISITION CORP II,3,12
25358,2024-07-10,2024-12-31,TAXE,T ROWE PRICE E T F INC,3,73
25359,2024-07-10,2024-12-31,TLN,TALEN ENERGY CORP,3,11
25360,2024-07-02,2024-12-31,TOYO,TOYO CO LTD,3,12
25361,2024-07-18,2024-12-31,TWFG,TWFG INC,3,11
25362,2024-08-01,2024-08-04,OSTX,O S THERAPIES INC,2,11
25362,2024-08-05,2024-12-31,OSTX,O S THERAPIES INC,2,11
25364,2024-08-01,2024-12-31,AUGU,A I M E T F PRODUCTS TRUST,5,73
25365,2024-08-22,2024-12-31,QDVO,AMPLIFY ETF TRUST,4,73
25366,2024-08-01,2024-12-31,CPSA,CALAMOS E T F TRUST,4,73
25367,2024-08-19,2024-12-31,QMAG,FIRST TRUST E T F VIII,5,73
25368,2024-08-19,2024-12-31,AUGM,FIRST TRUST E T F VIII,5,73
25369,2024-08-28,2024-12-31,IPAV,GLOBAL X FUNDS,5,73
25370,2024-08-29,2024-12-31,SMLL,HARBOR E T F TRUST,4,73
25373,2024-08-13,2024-12-31,RMNY,TIDAL TRUST III,4,73
25374,2024-08-13,2024-12-31,RMCA,TIDAL TRUST III,4,73
25375,2024-08-13,2024-12-31,RMOP,TIDAL TRUST III,4,73
25376,2024-08-01,2024-12-31,ZAUG,INNOVATOR E T F S TRUST,5,73
25377,2024-08-01,2024-12-31,NAUG,INNOVATOR E T F S TRUST,5,73
25378,2024-08-01,2024-12-31,KAUG,INNOVATOR E T F S TRUST,5,73
25379,2024-08-01,2024-12-31,IAUG,INNOVATOR E T F S TRUST,4,73
25380,2024-08-14,2024-12-31,JEMB,JANUS DETROIT STREET TRUST,4,73
25381,2024-08-28,2024-12-31,KCAI,KRANESHARES TRUST,4,73
25382,2024-08-20,2024-12-31,TOAK,MANAGER DIRECTED PORTFOLIOS,4,73
25383,2024-08-01,2024-12-31,NBCR,NEUBERGER BERMAN ETF TRUST,4,73
25384,2024-08-13,2024-12-31,SCUS,SCHWAB STRATEGIC TRUST,4,73
25385,2024-08-13,2024-12-31,GAEM,SIMPLIFY EXCHANGE TRADED FUNDS,4,73
25386,2024-08-08,2024-12-31,LLYX,TIDAL TRUST II,4,73
25387,2024-08-21,2024-12-31,RSBY,TIDAL TRUST II,5,73
25388,2024-08-08,2024-12-31,BABO,TIDAL TRUST II,4,73
25389,2024-08-21,2024-12-31,TSMY,TIDAL TRUST II,4,73
25390,2024-08-13,2024-12-31,JGRW,TRUST FOR PROFESSIONAL MANAGERS,4,73
25391,2024-08-16,2024-12-31,GRAF,GRAF GLOBAL CORP,2,12
25392,2024-08-13,2024-12-31,ACTU,ACTUATE THERAPEUTICS INC,3,11
25393,2024-08-01,2024-12-31,ADGM,ADAGIO MEDICAL HOLDINGS INC,3,11
25394,2024-08-01,2024-12-31,ALF,CENTURION ACQUISITION CORP,3,12
25395,2024-08-22,2024-12-31,AVGX,TIDAL TRUST II,3,73
25396,2024-08-28,2024-12-31,AZI,AUTOZI INTERNET TECHNOLOGY GL LT,3,12
25397,2024-08-13,2024-12-31,CEP,CANTOR EQUITY PARTNERS INC,3,12
25402,2024-08-09,2024-12-31,CUB,LIONHEART HOLDINGS,3,12
25403,2024-08-01,2024-12-31,FDSB,FIFTH DISTRICT BANCORP INC,3,11
25404,2024-08-15,2024-12-31,FSHP,FLAG SHIP ACQUISITION CORP,3,12
25405,2024-08-01,2024-12-31,GPRF,GOLDMAN SACHS E T F TRUST,3,73
25406,2024-08-05,2024-12-31,HPAI,HELPORT AI LTD,3,12
25407,2024-08-27,2024-12-31,JBDI,JBDI HOLDINGS LTD,3,12
25408,2024-08-08,2024-12-31,LCDS,J P MORGAN E T F TRUST,3,73
25409,2024-08-08,2024-12-31,MCDS,J P MORGAN E T F TRUST,3,73
25410,2024-08-01,2024-12-31,MKDW,MKDWELL TECH INC,3,12
25411,2024-08-15,2024-12-31,MSTX,TIDAL TRUST II,3,73
25412,2024-08-01,2024-12-31,OCTA,TIDAL TRUST II,3,73
25413,2024-08-20,2024-12-31,QHDG,INNOVATOR E T F S TRUST,3,73
25414,2024-08-20,2024-12-31,QQQG,PACER FUNDS TRUST,3,73
25415,2024-08-23,2024-12-31,RITR,REITAR LOGTECH HOLDINGS,3,12
25416,2024-08-07,2024-09-03,RSTN,RDE INC,3,11
25416,2024-09-04,2024-10-27,GIFT,RDE INC,3,11
25416,2024-10-28,2024-12-31,GIFT,GIFTIFY INC,3,11
25417,2024-08-16,2024-12-31,RZLV,REZOLVE AI LTD,3,12
25418,2024-08-08,2024-12-31,SCDS,J P MORGAN E T F TRUST,3,73
25419,1968-01-02,2019-11-19,WHR,WHIRLPOOL CORP,1,11
25419,2019-11-20,2024-12-31,WHR,WHIRLPOOL CORP,1,11
25421,2024-08-30,2024-12-31,SIMA,SIM ACQUISITION CORP I,3,12
25422,2024-08-16,2024-08-20,SLXN,BIOMOTION SCIENCES,3,12
25422,2024-08-21,2024-11-28,SLXN,SILEXION THERAPEUTICS CORP,3,12
25422,2024-11-29,2024-12-31,SLXN,SILEXION THERAPEUTICS CORP,3,12
25423,2024-08-22,2024-11-17,SMCX,TIDAL TRUST II,3,73
25423,2024-11-18,2024-12-31,SMCX,TIDAL TRUST II,3,73
25424,2024-08-28,2024-12-31,SMHX,VANECK E T F TRUST,3,73
25425,2024-08-21,2024-11-17,SMST,TIDAL TRUST II,3,73
25425,2024-11-18,2024-12-31,SMST,TIDAL TRUST II,3,73
25426,2024-08-28,2024-12-31,SPAI,SAFE PRO GROUP INC,3,11
25429,2024-08-15,2024-12-31,TSPY,E T F OPPORTUNITIES TRUST,3,73
25430,2024-08-23,2024-12-31,WOK,WORK MEDICAL TECHNOLOGY GROUP LT,3,12
25431,2024-08-02,2024-12-31,XAIX,D B X ETF TRUST,3,73
25432,2024-08-15,2024-12-31,YQQQ,TIDAL TRUST II,3,73
25433,2024-08-16,2024-12-31,YXT,YXT COM GROUP HOLDING LTD,3,31
25434,2024-09-30,2024-12-31,AMTM,AMENTUM HOLDINGS INC,1,11
25437,2024-10-01,2024-12-31,CURB,CURBLINE PROPERTIES CORP,1,18
25438,2024-09-30,2024-12-31,DUO,FANGDD NETWORK GROUP LTD,3,12
25439,2024-09-03,2024-12-31,SEPU,A I M E T F PRODUCTS TRUST,5,73
25440,2024-09-10,2024-12-31,DTAN,E A SERIES TRUST,4,73
25441,2024-09-26,2024-12-31,BKV,B K V CORP,1,11
25442,2024-09-09,2024-12-31,CPSL,CALAMOS E T F TRUST,5,73
25445,2024-09-03,2024-12-31,CPNS,CALAMOS E T F TRUST,4,73
25446,2024-09-03,2024-12-31,CPST,CALAMOS E T F TRUST,4,73
25447,2024-09-05,2024-12-31,NJNK,COLUMBIA E T F TRUST I,4,73
25448,2024-09-05,2024-12-31,HYSD,COLUMBIA E T F TRUST I,4,73
25449,2024-09-12,2024-12-31,DXIV,DIMENSIONAL E T F TRUST,4,73
25450,2024-09-12,2024-12-31,DXUV,DIMENSIONAL E T F TRUST,4,73
25452,2008-06-02,2022-03-20,JCS,COMMUNICATIONS SYSTEMS INC,3,11
25452,2022-03-21,2022-03-28,JCS,COMMUNICATIONS SYSTEMS INC,3,11
25452,2022-03-29,2022-04-13,PEGY,PINEAPPLE HOLDINGS INC,3,11
25452,2022-04-14,2024-06-11,PEGY,PINEAPPLE ENERGY INC,3,11
25452,2024-06-12,2024-10-16,PEGY,PINEAPPLE ENERGY INC,3,11
25452,2024-10-17,2024-11-18,PEGY,PINEAPPLE ENERGY INC,3,11
25452,2024-11-19,2024-12-31,SUNE,SUNATION ENERGY INC,3,11
25453,2024-09-27,2024-12-31,NFLU,E T F OPPORTUNITIES TRUST,5,73
25454,2024-09-18,2024-12-15,MSTZ,E T F OPPORTUNITIES TRUST,5,73
25454,2024-12-16,2024-12-31,MSTZ,E T F OPPORTUNITIES TRUST,5,73
25455,2024-09-18,2024-12-31,MSTU,E T F OPPORTUNITIES TRUST,5,73
25456,2024-09-10,2024-12-31,ESGX,E T F OPPORTUNITIES TRUST,5,73
25457,2024-09-30,2024-12-31,SHUS,EXCHANGE LISTED FUNDS TRUST,4,73
